input position,input joint,output joint
"(0.09, -1.09)","(-0.58, -2.48)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.53, -2.52)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.46, -2.56)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.46, -2.42)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.51, -2.48)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.43, -2.54)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.59, -2.43)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.57, -2.55)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.56, -2.55)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.44, -2.43)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.4, -2.5)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.54, -2.42)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.58, -2.39)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.43, -2.55)","(-0.5, -2.48)"
"(0.33, -1.31)","(-0.44, -2.12)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.44, -2.13)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.42, -2.09)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.54, -2.16)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.45, -2.06)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.46, -2.12)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.5, -2.09)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.59, -2.2)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.47, -2.09)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.42, -2.17)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.52, -2.14)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.53, -2.1)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.48, -2.1)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.44, -2.08)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.55, -2.16)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.44, -2.13)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.4, -2.07)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.59, -2.13)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.46, -2.07)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.5, -2.11)","(-0.5, -2.15)"
"(0.63, -1.45)","(-0.54, -1.9)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.44, -1.86)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.42, -1.88)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.58, -1.87)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.48, -1.79)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.41, -1.91)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.56, -1.82)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.53, -1.73)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.52, -1.8)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.4, -1.73)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.46, -1.79)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.41, -1.91)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.41, -1.83)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.52, -1.78)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.5, -1.74)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.49, -1.89)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.47, -1.88)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.46, -1.9)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.44, -1.91)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.51, -1.75)","(-0.5, -1.82)"
"(0.96, -1.47)","(-0.49, -1.55)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.58, -1.56)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.46, -1.42)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.41, -1.46)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.56, -1.44)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.41, -1.56)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.41, -1.54)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.58, -1.49)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.55, -1.41)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.57, -1.48)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.49, -1.58)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.5, -1.54)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.5, -1.5)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.54, -1.54)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.57, -1.5)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.44, -1.45)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.42, -1.58)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.41, -1.57)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.41, -1.51)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.45, -1.4)","(-0.5, -1.49)"
"(1.28, -1.39)","(-0.51, -1.19)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.4, -1.16)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.59, -1.17)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.51, -1.21)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.5, -1.13)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.56, -1.23)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.47, -1.12)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.41, -1.12)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.5, -1.15)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.45, -1.06)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.56, -1.21)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.46, -1.23)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.46, -1.16)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.42, -1.07)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.51, -1.14)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.56, -1.23)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.57, -1.2)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.59, -1.08)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.56, -1.09)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.55, -1.11)","(-0.5, -1.16)"
"(1.56, -1.21)","(-0.58, -0.92)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.56, -0.74)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.51, -0.86)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.56, -0.86)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.4, -0.89)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.41, -0.91)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.54, -0.81)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.48, -0.92)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.54, -0.8)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.47, -0.79)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.55, -0.79)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.47, -0.89)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.5, -0.73)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.51, -0.76)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.48, -0.84)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.56, -0.87)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.51, -0.86)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.51, -0.75)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.55, -0.91)","(-0.5, -0.83)"
"(1.56, -1.21)","(-0.45, -0.84)","(-0.5, -0.83)"
"(1.76, -0.95)","(-0.42, -0.51)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.41, -0.51)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.53, -0.46)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.49, -0.45)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.48, -0.45)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.5, -0.48)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.41, -0.58)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.52, -0.54)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.42, -0.53)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.54, -0.45)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.56, -0.45)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.43, -0.51)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.55, -0.49)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.59, -0.51)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.58, -0.44)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.56, -0.53)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.55, -0.44)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.6, -0.54)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.54, -0.46)","(-0.5, -0.5)"
"(1.76, -0.95)","(-0.47, -0.56)","(-0.5, -0.5)"
"(1.87, -0.64)","(-0.58, -0.16)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.59, -0.13)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.45, -0.16)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.58, -0.23)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.58, -0.18)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.52, -0.15)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.42, -0.14)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.48, -0.07)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.42, -0.09)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.4, -0.16)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.48, -0.16)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.58, -0.21)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.55, -0.26)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.42, -0.16)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.58, -0.15)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.55, -0.13)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.51, -0.17)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.54, -0.14)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.48, -0.1)","(-0.5, -0.17)"
"(1.87, -0.64)","(-0.57, -0.26)","(-0.5, -0.17)"
"(1.87, -0.31)","(-0.52, 0.19)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.58, 0.14)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.43, 0.12)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.42, 0.2)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.45, 0.07)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.59, 0.18)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.44, 0.21)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.48, 0.14)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.48, 0.12)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.42, 0.15)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.41, 0.17)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.56, 0.24)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.58, 0.25)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.44, 0.18)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.57, 0.2)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.46, 0.17)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.59, 0.1)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.54, 0.15)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.51, 0.26)","(-0.5, 0.17)"
"(1.87, -0.31)","(-0.44, 0.18)","(-0.5, 0.17)"
"(1.76, 0.0)","(-0.54, 0.5)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.51, 0.48)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.59, 0.53)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.41, 0.46)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.54, 0.45)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.59, 0.47)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.45, 0.53)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.5, 0.57)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.45, 0.4)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.53, 0.56)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.53, 0.42)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.59, 0.42)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.48, 0.52)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.48, 0.48)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.58, 0.58)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.56, 0.56)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.42, 0.52)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.53, 0.47)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.54, 0.49)","(-0.5, 0.5)"
"(1.76, 0.0)","(-0.59, 0.43)","(-0.5, 0.5)"
"(1.56, 0.26)","(-0.56, 0.73)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.43, 0.83)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.44, 0.9)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.59, 0.86)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.59, 0.82)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.48, 0.8)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.4, 0.87)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.57, 0.79)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.5, 0.81)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.55, 0.73)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.47, 0.86)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.55, 0.89)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.45, 0.73)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.56, 0.85)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.56, 0.82)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.48, 0.8)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.4, 0.74)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.56, 0.78)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.42, 0.76)","(-0.5, 0.83)"
"(1.56, 0.26)","(-0.53, 0.9)","(-0.5, 0.83)"
"(1.28, 0.44)","(-0.5, 1.1)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.43, 1.12)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.41, 1.12)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.56, 1.08)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.56, 1.08)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.5, 1.22)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.42, 1.08)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.5, 1.21)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.58, 1.25)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.57, 1.23)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.43, 1.15)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.53, 1.18)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.44, 1.21)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.54, 1.22)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.5, 1.07)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.5, 1.25)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.5, 1.25)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.45, 1.06)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.59, 1.13)","(-0.5, 1.16)"
"(1.28, 0.44)","(-0.46, 1.06)","(-0.5, 1.16)"
"(0.96, 0.52)","(-0.59, 1.45)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.56, 1.49)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.48, 1.39)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.43, 1.53)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.41, 1.49)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.43, 1.45)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.56, 1.55)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.48, 1.49)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.52, 1.51)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.6, 1.39)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.56, 1.48)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.53, 1.42)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.4, 1.52)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.56, 1.48)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.42, 1.55)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.58, 1.5)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.49, 1.51)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.52, 1.47)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.59, 1.39)","(-0.5, 1.49)"
"(0.96, 0.52)","(-0.45, 1.39)","(-0.5, 1.49)"
"(0.63, 0.49)","(-0.5, 1.82)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.57, 1.78)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.55, 1.73)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.55, 1.8)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.44, 1.75)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.48, 1.8)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.5, 1.83)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.42, 1.73)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.4, 1.91)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.53, 1.91)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.59, 1.72)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.54, 1.89)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.46, 1.77)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.57, 1.77)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.44, 1.74)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.54, 1.75)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.41, 1.91)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.52, 1.9)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.41, 1.87)","(-0.5, 1.82)"
"(0.63, 0.49)","(-0.52, 1.84)","(-0.5, 1.82)"
"(0.33, 0.36)","(-0.41, 2.23)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.44, 2.13)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.45, 2.16)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.52, 2.13)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.48, 2.19)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.42, 2.09)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.49, 2.2)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.47, 2.19)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.46, 2.21)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.4, 2.16)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.53, 2.14)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.42, 2.08)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.51, 2.17)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.45, 2.06)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.48, 2.18)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.42, 2.1)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.58, 2.14)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.49, 2.15)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.54, 2.14)","(-0.5, 2.15)"
"(0.33, 0.36)","(-0.41, 2.18)","(-0.5, 2.15)"
"(0.09, 0.14)","(-0.55, 2.55)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.55, 2.38)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.49, 2.56)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.58, 2.48)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.53, 2.54)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.56, 2.57)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.52, 2.4)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.53, 2.45)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.56, 2.48)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.5, 2.48)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.48, 2.53)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.43, 2.51)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.48, 2.56)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.44, 2.53)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.58, 2.38)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.56, 2.45)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.43, 2.52)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.43, 2.51)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.48, 2.52)","(-0.5, 2.48)"
"(0.09, 0.14)","(-0.43, 2.46)","(-0.5, 2.48)"
"(-0.07, -0.15)","(-0.42, 2.84)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.47, 2.73)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.4, 2.79)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.52, 2.81)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.44, 2.76)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.54, 2.91)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.5, 2.87)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.43, 2.78)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.42, 2.72)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.5, 2.78)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.46, 2.82)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.5, 2.91)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.43, 2.76)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.48, 2.79)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.44, 2.76)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.56, 2.88)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.56, 2.81)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.49, 2.83)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.51, 2.83)","(-0.5, 2.81)"
"(-0.07, -0.15)","(-0.58, 2.83)","(-0.5, 2.81)"
"(-0.12, -0.48)","(-0.49, 3.23)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.42, 3.21)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.5, 3.09)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.6, 3.06)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.45, 3.24)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.47, 3.06)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.57, 3.08)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.48, 3.23)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.46, 3.2)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.52, 3.22)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.58, 3.22)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.54, 3.2)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.53, 3.08)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.42, 3.11)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.57, 3.07)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.56, 3.1)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.47, 3.11)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.43, 3.14)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.5, 3.24)","(-0.5, 3.14)"
"(-0.12, -0.48)","(-0.44, 3.18)","(-0.5, 3.14)"
"(-0.01, -0.16)","(-0.12, -3.21)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.19, -3.16)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.2, -3.19)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.17, -3.2)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.15, -3.19)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.19, -3.2)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.22, -3.19)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.12, -3.19)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.11, -3.05)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.22, -3.23)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.26, -3.13)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.12, -3.06)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.12, -3.18)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.08, -3.17)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.21, -3.24)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.13, -3.14)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.18, -3.11)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.19, -3.18)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.14, -3.14)","(-0.17, -3.14)"
"(-0.01, -0.16)","(-0.19, -3.21)","(-0.17, -3.14)"
"(0.04, -0.49)","(-0.08, -2.82)","(-0.17, -2.81)"
"(0.04, -0.49)","(-0.11, -2.89)","(-0.17, -2.81)"
